username,tenant_id,status,policy_count,policies,page_text,screenshot,checked_at
odl_user_2227324@otuwamsb105214.onmicrosoft.com,otuwamsb105214.onmicrosoft.com,HAS_POLICIES,3,Lab - IRM Critical Data Leak | Lab - IRM Data Leak Monitoring | Lab - IRM Data Theft Policy,,C:\certs\irm_screenshots_Batch5\odl_user_2227324.png,2026-05-26 20:18:28
odl_user_2227321@otuwamsb105211.onmicrosoft.com,otuwamsb105211.onmicrosoft.com,HAS_POLICIES,3,Lab - IRM Critical Data Leak | Lab - IRM Data Leak Monitoring | Lab - IRM Data Theft Policy,,C:\certs\irm_screenshots_Batch5\odl_user_2227321.png,2026-05-26 20:18:39
odl_user_2227323@otuwamsb105213.onmicrosoft.com,otuwamsb105213.onmicrosoft.com,NO_POLICIES,,,,C:\certs\irm_screenshots_Batch5\odl_user_2227323.png,2026-05-26 20:18:34
odl_user_2227343@otuwamsb105228.onmicrosoft.com,otuwamsb105228.onmicrosoft.com,HAS_POLICIES,3,Lab - IRM Critical Data Leak | Lab - IRM Data Leak Monitoring | Lab - IRM Data Theft Policy,,C:\certs\irm_screenshots_Batch5\odl_user_2227343.png,2026-05-26 20:21:37
odl_user_2227322@otuwamsb105212.onmicrosoft.com,otuwamsb105212.onmicrosoft.com,NO_POLICIES,,,,C:\certs\irm_screenshots_Batch5\odl_user_2227322.png,2026-05-26 20:20:54
odl_user_2227345@otuwamsb105229.onmicrosoft.com,otuwamsb105229.onmicrosoft.com,NO_POLICIES,,,,C:\certs\irm_screenshots_Batch5\odl_user_2227345.png,2026-05-26 20:21:34
odl_user_2227332@otuwamsb105221.onmicrosoft.com,otuwamsb105221.onmicrosoft.com,NO_POLICIES,,,,C:\certs\irm_screenshots_Batch5\odl_user_2227332.png,2026-05-26 20:21:34
odl_user_2227335@otuwamsb105222.onmicrosoft.com,otuwamsb105222.onmicrosoft.com,HAS_POLICIES,3,Lab - IRM Critical Data Leak | Lab - IRM Data Leak Monitoring | Lab - IRM Data Theft Policy,,C:\certs\irm_screenshots_Batch5\odl_user_2227335.png,2026-05-26 20:23:47
odl_user_2227330@otuwamsb105219.onmicrosoft.com,otuwamsb105219.onmicrosoft.com,HAS_POLICIES,3,Lab - IRM Critical Data Leak | Lab - IRM Data Leak Monitoring | Lab - IRM Data Theft Policy,,C:\certs\irm_screenshots_Batch5\odl_user_2227330.png,2026-05-26 20:24:58
odl_user_2227326@otuwamsb105216.onmicrosoft.com,otuwamsb105216.onmicrosoft.com,HAS_POLICIES,3,Lab - IRM Critical Data Leak | Lab - IRM Data Leak Monitoring | Lab - IRM Data Theft Policy,,C:\certs\irm_screenshots_Batch5\odl_user_2227326.png,2026-05-26 20:26:20
odl_user_2227337@otuwamsb105224.onmicrosoft.com,otuwamsb105224.onmicrosoft.com,HAS_POLICIES,3,Lab - IRM Critical Data Leak | Lab - IRM Data Leak Monitoring | Lab - IRM Data Theft Policy,,C:\certs\irm_screenshots_Batch5\odl_user_2227337.png,2026-05-26 20:26:58
odl_user_2227346@otuwamsb105230.onmicrosoft.com,otuwamsb105230.onmicrosoft.com,HAS_POLICIES,3,Lab - IRM Critical Data Leak | Lab - IRM Data Leak Monitoring | Lab - IRM Data Theft Policy,,C:\certs\irm_screenshots_Batch5\odl_user_2227346.png,2026-05-26 20:27:04
odl_user_2227327@otuwamsb105217.onmicrosoft.com,otuwamsb105217.onmicrosoft.com,NO_POLICIES,,,,C:\certs\irm_screenshots_Batch5\odl_user_2227327.png,2026-05-26 20:26:58
odl_user_2227339@otuwamsb105225.onmicrosoft.com,otuwamsb105225.onmicrosoft.com,HAS_POLICIES,3,Lab - IRM Critical Data Leak | Lab - IRM Data Leak Monitoring | Lab - IRM Data Theft Policy,,C:\certs\irm_screenshots_Batch5\odl_user_2227339.png,2026-05-26 20:30:17
odl_user_2227336@otuwamsb105223.onmicrosoft.com,otuwamsb105223.onmicrosoft.com,NO_POLICIES,,,,C:\certs\irm_screenshots_Batch5\odl_user_2227336.png,2026-05-26 20:28:24
odl_user_2227328@otuwamsb105218.onmicrosoft.com,otuwamsb105218.onmicrosoft.com,NO_POLICIES,,,,C:\certs\irm_screenshots_Batch5\odl_user_2227328.png,2026-05-26 20:29:38
