username,tenant_id,status,job_title,items_found,job_date,checked_at,screenshot
odl_user_2226992@otuwacne103918.onmicrosoft.com,a1100c26-f2b3-410d-890a-7c14aacf020b,COMPLETED,,,,2026-05-24 22:26:54,C:\certs\screenshots_Batch1\odl_user_2226992_COMPLETED_v2.png
odl_user_2227010@otuwacne103927.onmicrosoft.com,1778b86d-7055-4ecb-9139-598f675ca101,RUNNING,,,,2026-05-24 22:32:11,C:\certs\screenshots_Batch1\odl_user_2227010_RUNNING.png
odl_user_2227014@otuwacne103928.onmicrosoft.com,0609e4d7-751c-4907-a300-be64411d9436,COMPLETED,,The Discovery agent found 89 items relevant to Sensitive Data Source Discovery.,"5/20/2026, 2:34 PM",2026-05-24 22:32:19,C:\certs\screenshots_Batch1\odl_user_2227014_COMPLETED.png
odl_user_2227016@otuwacne103929.onmicrosoft.com,2d32005e-debb-4307-9225-22c44c80b196,COMPLETED,,The Discovery agent found 79 items relevant to Sensitive Data Source Discovery.,"5/20/2026, 3:38 PM",2026-05-24 22:32:51,C:\certs\screenshots_Batch1\odl_user_2227016_COMPLETED.png
odl_user_2227232@otuwacne103930.onmicrosoft.com,9539a55d-3f7e-497f-812c-549f0b02a0a9,RUNNING,,,,2026-05-24 22:33:17,C:\certs\screenshots_Batch1\odl_user_2227232_RUNNING.png
odl_user_2227017@otuwacne103931.onmicrosoft.com,7fe98fbc-d0f4-4922-b365-4834e69463a9,COMPLETED,Sensitive Password And Credential Files,The Discovery agent found 80 items relevant to Sensitive Data Source Discovery.,"5/23/2026, 5:59 PM",2026-05-24 22:33:40,C:\certs\screenshots_Batch1\odl_user_2227017_COMPLETED.png
odl_user_2227842@otuwacne103923.onmicrosoft.com,1ef49286-1e9a-407f-8918-9a669b8d92de,NOT_FOUND,,,,2026-05-24 22:29:55,C:\certs\screenshots_Batch1\odl_user_2227842_NOT_FOUND.png
odl_user_2227843@otuwacne103926.onmicrosoft.com,8432a64e-a339-4256-a33e-d61c099f3734,NOT_FOUND,,,,2026-05-24 22:30:11,C:\certs\screenshots_Batch1\odl_user_2227843_NOT_FOUND.png
odl_user_2227018@otuwacne103932.onmicrosoft.com,508cf1ab-b621-4af2-83a9-c7b3905126a3,RUNNING,,,,2026-05-24 22:34:20,C:\certs\screenshots_Batch1\odl_user_2227018_RUNNING.png
odl_user_2227019@otuwacne103933.onmicrosoft.com,cdb32e64-7227-4c22-8533-93ab591d62e0,RUNNING,,,,2026-05-24 22:34:29,C:\certs\screenshots_Batch1\odl_user_2227019_RUNNING.png
odl_user_2227020@otuwacne103934.onmicrosoft.com,c082ef81-04c3-40da-acb3-acc206ff1210,RUNNING,,,,2026-05-24 22:34:38,C:\certs\screenshots_Batch1\odl_user_2227020_RUNNING.png
odl_user_2227022@otuwacne103936.onmicrosoft.com,76dba37f-9699-4885-b9d9-ed852ae5f835,RUNNING,,,,2026-05-24 22:35:57,C:\certs\screenshots_Batch1\odl_user_2227022_RUNNING.png
odl_user_2227024@otuwacne103938.onmicrosoft.com,6a55c4e8-7a10-4373-bec5-e132a847a54b,RUNNING,,,,2026-05-24 22:37:01,C:\certs\screenshots_Batch1\odl_user_2227024_RUNNING.png
odl_user_2227025@otuwacne103939.onmicrosoft.com,0ad6b347-2740-4979-af96-63127115f165,RUNNING,,,,2026-05-24 22:37:12,C:\certs\screenshots_Batch1\odl_user_2227025_RUNNING.png
odl_user_2227029@otuwacne103940.onmicrosoft.com,2b455926-da39-4cae-b189-fac4ed293f80,RUNNING,,,,2026-05-24 22:38:37,C:\certs\screenshots_Batch1\odl_user_2227029_RUNNING.png
odl_user_2227031@otuwacne103942.onmicrosoft.com,94906fc2-483b-4986-b9d9-60ba8aa3ad65,RUNNING,,,,2026-05-24 22:38:51,C:\certs\screenshots_Batch1\odl_user_2227031_RUNNING.png
odl_user_2227030@otuwacne103941.onmicrosoft.com,f4527b2e-cdb1-4957-86b4-1f50ac972841,RUNNING,,,,2026-05-24 22:38:47,C:\certs\screenshots_Batch1\odl_user_2227030_RUNNING.png
odl_user_2227032@otuwacne103943.onmicrosoft.com,d3a9e600-4ed8-451a-80b3-31db1ea4eaa1,RUNNING,,,,2026-05-24 22:39:52,C:\certs\screenshots_Batch1\odl_user_2227032_RUNNING.png
odl_user_2227033@otuwacne103944.onmicrosoft.com,d5a924ac-62cb-4f91-9584-8ad2ab51ee51,RUNNING,,,,2026-05-24 22:39:56,C:\certs\screenshots_Batch1\odl_user_2227033_RUNNING.png
odl_user_2227021@otuwacne103935.onmicrosoft.com,d4832ddc-1212-49ce-bee5-a93fca8040c5,RUNNING,,,,2026-05-24 22:35:36,C:\certs\screenshots_Batch1\odl_user_2227021_RUNNING_v2.png
odl_user_2227233@otuwacne103937.onmicrosoft.com,91be7a1f-489d-411b-b325-6057a9c36c70,RUNNING,,,,2026-05-24 22:36:57,C:\certs\screenshots_Batch1\odl_user_2227233_RUNNING_v2.png
