username,tenant_id,status,job_title,items_found,job_date,checked_at,screenshot
odl_user_2227099@otuwacne104019.onmicrosoft.com,b27ea40b-42cb-4915-bc1c-998f0168e19e,RUNNING,,,,2026-05-24 23:22:54,C:\certs\screenshots_Batch3\odl_user_2227099_RUNNING.png
odl_user_2227100@otuwacne104020.onmicrosoft.com,9c332479-62c7-4218-a9fd-1f8c771625ed,RUNNING,,,,2026-05-24 23:23:09,C:\certs\screenshots_Batch3\odl_user_2227100_RUNNING.png
odl_user_2227091@otuwacne104011.onmicrosoft.com,715f4527-5dcc-462e-a7b9-dfbbb6be43e3,NOT_FOUND,,,,2026-05-24 23:19:33,C:\certs\screenshots_Batch3\odl_user_2227091_NOT_FOUND.png
odl_user_2227101@otuwacne104021.onmicrosoft.com,8826e5b0-5745-44da-b46e-7868826bbd9a,RUNNING,,,,2026-05-24 23:23:38,C:\certs\screenshots_Batch3\odl_user_2227101_RUNNING.png
odl_user_2227102@otuwacne104022.onmicrosoft.com,2705ac40-4350-4221-bf79-cd4c2c0a410f,RUNNING,,,,2026-05-24 23:23:53,C:\certs\screenshots_Batch3\odl_user_2227102_RUNNING.png
odl_user_2227103@otuwacne104023.onmicrosoft.com,e190d087-5aa7-49d3-aa85-7f5f3a557fad,RUNNING,,,,2026-05-24 23:24:06,C:\certs\screenshots_Batch3\odl_user_2227103_RUNNING.png
odl_user_2227104@otuwacne104024.onmicrosoft.com,8137ac79-ecd3-44f2-902a-3d7047648cb8,RUNNING,,,,2026-05-24 23:24:21,C:\certs\screenshots_Batch3\odl_user_2227104_RUNNING.png
odl_user_2227093@otuwacne104013.onmicrosoft.com,740edb9c-e174-4938-a673-07f42776ef2a,NOT_FOUND,,,,2026-05-24 23:20:27,C:\certs\screenshots_Batch3\odl_user_2227093_NOT_FOUND.png
odl_user_2227105@otuwacne104025.onmicrosoft.com,f3f22920-8bb0-40c6-bfbd-c42c4c4823ae,RUNNING,,,,2026-05-24 23:24:44,C:\certs\screenshots_Batch3\odl_user_2227105_RUNNING.png
odl_user_2227106@otuwacne104026.onmicrosoft.com,01f99e49-0638-4333-b5a3-1560757babaf,RUNNING,,,,2026-05-24 23:24:55,C:\certs\screenshots_Batch3\odl_user_2227106_RUNNING.png
odl_user_2227107@otuwacne104027.onmicrosoft.com,892cd6f7-5fd3-41d8-99e4-1eda6256d0b8,RUNNING,,,,2026-05-24 23:25:03,C:\certs\screenshots_Batch3\odl_user_2227107_RUNNING.png
odl_user_2227108@otuwacne104028.onmicrosoft.com,ff4db708-d638-4bd7-92b0-6b2bc373d948,RUNNING,,,,2026-05-24 23:25:24,C:\certs\screenshots_Batch3\odl_user_2227108_RUNNING.png
odl_user_2227109@otuwacne104029.onmicrosoft.com,6a2fa177-8ffa-47c2-8bba-93d3ad37643c,RUNNING,,,,2026-05-24 23:25:53,C:\certs\screenshots_Batch3\odl_user_2227109_RUNNING.png
odl_user_2227111@otuwacne104031.onmicrosoft.com,8f8ee0d0-6f48-4589-a959-830afad64bf9,RUNNING,,,,2026-05-24 23:25:56,C:\certs\screenshots_Batch3\odl_user_2227111_RUNNING.png
odl_user_2227112@otuwacne104032.onmicrosoft.com,ffe9ac1a-80aa-4f11-a802-eddfd7e4dc4e,RUNNING,,,,2026-05-24 23:26:08,C:\certs\screenshots_Batch3\odl_user_2227112_RUNNING.png
odl_user_2227110@otuwacne104030.onmicrosoft.com,e8658aab-b40a-4952-b974-a2c0d40e0008,RUNNING,,,,2026-05-24 23:25:53,C:\certs\screenshots_Batch3\odl_user_2227110_RUNNING.png
odl_user_2227113@otuwacne104033.onmicrosoft.com,f7d431d4-3384-4a3d-89b2-0e928854f53a,RUNNING,,,,2026-05-24 23:26:27,C:\certs\screenshots_Batch3\odl_user_2227113_RUNNING.png
odl_user_2227115@otuwacne104035.onmicrosoft.com,a1f09864-e1dc-44a9-9378-80bcc319f819,COMPLETED,,The Discovery agent found 74 items relevant to Sensitive Data Source Discovery.,"5/20/2026, 5:19 PM",2026-05-24 23:26:59,C:\certs\screenshots_Batch3\odl_user_2227115_COMPLETED.png
odl_user_2227114@otuwacne104034.onmicrosoft.com,eb81c46e-9dd7-4f98-923d-cde68124d5e3,COMPLETED,,The Discovery agent found 79 items relevant to Sensitive Data Source Discovery.,"5/20/2026, 5:17 PM",2026-05-24 23:26:58,C:\certs\screenshots_Batch3\odl_user_2227114_COMPLETED.png
odl_user_2227116@otuwacne104036.onmicrosoft.com,aea992f4-7e48-4c8d-90e6-164046a30ec4,RUNNING,,,,2026-05-24 23:27:05,C:\certs\screenshots_Batch3\odl_user_2227116_RUNNING.png
odl_user_2227117@otuwacne104037.onmicrosoft.com,54445e7b-b406-45a1-bc8b-7e18795721d2,RUNNING,,,,2026-05-24 23:27:15,C:\certs\screenshots_Batch3\odl_user_2227117_RUNNING.png
odl_user_2227118@otuwacne104038.onmicrosoft.com,6b2cb526-38f0-4e01-89d7-02a077e7b346,RUNNING,,,,2026-05-24 23:27:23,C:\certs\screenshots_Batch3\odl_user_2227118_RUNNING.png
odl_user_2227120@otuwacne104040.onmicrosoft.com,ec241690-4987-4d99-85c3-5d250077e78b,RUNNING,,,,2026-05-24 23:27:57,C:\certs\screenshots_Batch3\odl_user_2227120_RUNNING.png
odl_user_2227119@otuwacne104039.onmicrosoft.com,cb986d18-9943-4824-831d-d38ee2ef2d3d,RUNNING,,,,2026-05-24 23:27:56,C:\certs\screenshots_Batch3\odl_user_2227119_RUNNING.png
odl_user_2227125@otuwacne104067.onmicrosoft.com,e4b42f53-aa42-47fb-b6c4-2094797b71e1,RUNNING,,,,2026-05-24 23:28:23,C:\certs\screenshots_Batch3\odl_user_2227125_RUNNING.png
odl_user_2227121@otuwacne104059.onmicrosoft.com,1b2c7d15-bec3-4910-a516-14ed6bf1c66a,RUNNING,,,,2026-05-24 23:28:10,C:\certs\screenshots_Batch3\odl_user_2227121_RUNNING.png
odl_user_2227123@otuwacne104066.onmicrosoft.com,7be8c231-7762-4d04-9675-df54c78f4fd4,RUNNING,,,,2026-05-24 23:28:12,C:\certs\screenshots_Batch3\odl_user_2227123_RUNNING.png
odl_user_2227127@otuwacne104069.onmicrosoft.com,4744ded2-5d95-4b46-8f14-0a84c08f71f5,RUNNING,,,,2026-05-24 23:29:02,C:\certs\screenshots_Batch3\odl_user_2227127_RUNNING.png
odl_user_2227128@otuwacne104070.onmicrosoft.com,c5cd50e2-be0c-4bc9-807c-a3953ead2da4,RUNNING,,,,2026-05-24 23:29:27,C:\certs\screenshots_Batch3\odl_user_2227128_RUNNING.png
odl_user_2227130@otuwacne104072.onmicrosoft.com,8277c11b-f94a-4827-802e-f04c56130f91,RUNNING,,,,2026-05-24 23:29:50,C:\certs\screenshots_Batch3\odl_user_2227130_RUNNING.png
odl_user_2227131@otuwacne104073.onmicrosoft.com,eabd3472-cea8-44cc-bd41-11ce48ea1e28,NOT_FOUND,,,,2026-05-24 23:30:04,C:\certs\screenshots_Batch3\odl_user_2227131_NOT_FOUND.png
odl_user_2227132@otuwacne104074.onmicrosoft.com,c34e3c3c-cdea-4df4-a9b2-a8f075d51414,RUNNING,,,,2026-05-24 23:30:31,C:\certs\screenshots_Batch3\odl_user_2227132_RUNNING.png
odl_user_2227133@otuwacne104075.onmicrosoft.com,59aec059-467b-4420-85f8-63a5999e240f,RUNNING,,,,2026-05-24 23:30:54,C:\certs\screenshots_Batch3\odl_user_2227133_RUNNING.png
odl_user_2227134@otuwacne104076.onmicrosoft.com,039b067a-d159-46ae-9491-a878b09a1854,RUNNING,,,,2026-05-24 23:31:27,C:\certs\screenshots_Batch3\odl_user_2227134_RUNNING.png
odl_user_2227126@otuwacne104068.onmicrosoft.com,c7bdbea2-b9fb-4510-96b1-3ffa23d764bb,NOT_FOUND,,,,2026-05-24 23:28:58,C:\certs\screenshots_Batch3\odl_user_2227126_NOT_FOUND.png
odl_user_2227129@otuwacne104071.onmicrosoft.com,0cc0aa9c-7cd6-491d-b049-cb2747f476e6,NOT_FOUND,,,,2026-05-24 23:29:32,C:\certs\screenshots_Batch3\odl_user_2227129_NOT_FOUND.png
