"Environment","Username","TenantId","LicenseSKU","ActiveUnits","ConsumedUnits","WarningUnits","SuspendedUnits","Status"
"All Environments Details","odl_user_2226978@otuwacne103908.onmicrosoft.com","ccd0895e-cbee-4d9f-b863-2eba23c9ecfc","Microsoft_Intune_Suite","1","1","0","2","OK"
"All Environments Details","odl_user_2226978@otuwacne103908.onmicrosoft.com","ccd0895e-cbee-4d9f-b863-2eba23c9ecfc","AAD_PREMIUM_P2","0","3","0","3","OK"
"All Environments Details","odl_user_2226978@otuwacne103908.onmicrosoft.com","ccd0895e-cbee-4d9f-b863-2eba23c9ecfc","TVM_Premium_Add_on","1","1","0","1","OK"
"All Environments Details","odl_user_2226978@otuwacne103908.onmicrosoft.com","ccd0895e-cbee-4d9f-b863-2eba23c9ecfc","Microsoft_365_E5_(no_Teams)","1","1","0","1","OK"
"All Environments Details","odl_user_2226979@otuwacne103909.onmicrosoft.com","4a45c1d2-a5f3-48e6-99ff-ff208240cb71","Microsoft_Intune_Suite","1","1","0","2","OK"
"All Environments Details","odl_user_2226979@otuwacne103909.onmicrosoft.com","4a45c1d2-a5f3-48e6-99ff-ff208240cb71","AAD_PREMIUM_P2","0","3","0","3","OK"
"All Environments Details","odl_user_2226979@otuwacne103909.onmicrosoft.com","4a45c1d2-a5f3-48e6-99ff-ff208240cb71","TVM_Premium_Add_on","1","1","0","1","OK"
"All Environments Details","odl_user_2226979@otuwacne103909.onmicrosoft.com","4a45c1d2-a5f3-48e6-99ff-ff208240cb71","Microsoft_365_E5_(no_Teams)","1","1","0","1","OK"
"All Environments Details","odl_user_2226980@otuwacne103910.onmicrosoft.com","4d5890e4-6964-4e9b-b3ab-05ca61bb17da","Microsoft_Intune_Suite","1","1","0","1","OK"
"All Environments Details","odl_user_2226980@otuwacne103910.onmicrosoft.com","4d5890e4-6964-4e9b-b3ab-05ca61bb17da","AAD_PREMIUM_P2","0","3","0","3","OK"
"All Environments Details","odl_user_2226980@otuwacne103910.onmicrosoft.com","4d5890e4-6964-4e9b-b3ab-05ca61bb17da","TVM_Premium_Add_on","1","1","0","1","OK"
"All Environments Details","odl_user_2226980@otuwacne103910.onmicrosoft.com","4d5890e4-6964-4e9b-b3ab-05ca61bb17da","Microsoft_365_E5_(no_Teams)","1","1","0","1","OK"
"All Environments Details","odl_user_2226981@otuwacne103911.onmicrosoft.com","ade4696c-6d14-48ad-92d5-ec4e4f02e939","Microsoft_Intune_Suite","1","1","0","1","OK"
"All Environments Details","odl_user_2226981@otuwacne103911.onmicrosoft.com","ade4696c-6d14-48ad-92d5-ec4e4f02e939","AAD_PREMIUM_P2","0","3","0","3","OK"
"All Environments Details","odl_user_2226981@otuwacne103911.onmicrosoft.com","ade4696c-6d14-48ad-92d5-ec4e4f02e939","TVM_Premium_Add_on","1","1","0","1","OK"
"All Environments Details","odl_user_2226981@otuwacne103911.onmicrosoft.com","ade4696c-6d14-48ad-92d5-ec4e4f02e939","Microsoft_365_E5_(no_Teams)","1","1","0","1","OK"
"All Environments Details","odl_user_2226982@otuwacne103912.onmicrosoft.com","d8bde6b6-8f34-49d3-bbe7-d5b9d70a633f","Microsoft_Intune_Suite","1","1","0","1","OK"
"All Environments Details","odl_user_2226982@otuwacne103912.onmicrosoft.com","d8bde6b6-8f34-49d3-bbe7-d5b9d70a633f","AAD_PREMIUM_P2","0","3","0","3","OK"
"All Environments Details","odl_user_2226982@otuwacne103912.onmicrosoft.com","d8bde6b6-8f34-49d3-bbe7-d5b9d70a633f","TVM_Premium_Add_on","1","1","0","1","OK"
"All Environments Details","odl_user_2226982@otuwacne103912.onmicrosoft.com","d8bde6b6-8f34-49d3-bbe7-d5b9d70a633f","Microsoft_365_E5_(no_Teams)","1","1","0","1","OK"
"All Environments Details","odl_user_2226984@otuwacne103913.onmicrosoft.com","60033a35-2afe-4cfd-9a47-9a620404aa31","Microsoft_Intune_Suite","1","1","0","1","OK"
"All Environments Details","odl_user_2226984@otuwacne103913.onmicrosoft.com","60033a35-2afe-4cfd-9a47-9a620404aa31","AAD_PREMIUM_P2","0","3","0","3","OK"
"All Environments Details","odl_user_2226984@otuwacne103913.onmicrosoft.com","60033a35-2afe-4cfd-9a47-9a620404aa31","TVM_Premium_Add_on","1","1","0","1","OK"
"All Environments Details","odl_user_2226984@otuwacne103913.onmicrosoft.com","60033a35-2afe-4cfd-9a47-9a620404aa31","Microsoft_365_E5_(no_Teams)","1","1","0","1","OK"
"All Environments Details","odl_user_2226985@otuwacne103914.onmicrosoft.com","a761d25e-9540-4ae9-b421-1c730b77b9b7","Microsoft_Intune_Suite","1","1","0","1","OK"
"All Environments Details","odl_user_2226985@otuwacne103914.onmicrosoft.com","a761d25e-9540-4ae9-b421-1c730b77b9b7","AAD_PREMIUM_P2","0","3","0","3","OK"
"All Environments Details","odl_user_2226985@otuwacne103914.onmicrosoft.com","a761d25e-9540-4ae9-b421-1c730b77b9b7","TVM_Premium_Add_on","1","1","0","1","OK"
"All Environments Details","odl_user_2226985@otuwacne103914.onmicrosoft.com","a761d25e-9540-4ae9-b421-1c730b77b9b7","Microsoft_365_E5_(no_Teams)","1","1","0","1","OK"
"All Environments Details","odl_user_2226986@otuwacne103915.onmicrosoft.com","b13069f4-5126-478d-9c3f-585311924e1b","Microsoft_Intune_Suite","1","1","0","1","OK"
"All Environments Details","odl_user_2226986@otuwacne103915.onmicrosoft.com","b13069f4-5126-478d-9c3f-585311924e1b","AAD_PREMIUM_P2","0","3","0","3","OK"
"All Environments Details","odl_user_2226986@otuwacne103915.onmicrosoft.com","b13069f4-5126-478d-9c3f-585311924e1b","TVM_Premium_Add_on","1","1","0","1","OK"
"All Environments Details","odl_user_2226986@otuwacne103915.onmicrosoft.com","b13069f4-5126-478d-9c3f-585311924e1b","Microsoft_365_E5_(no_Teams)","1","1","0","1","OK"
"All Environments Details","odl_user_2226990@otuwacne103916.onmicrosoft.com","62658a69-d3c7-4cd0-bed7-5074dd2112dd","Microsoft_Intune_Suite","1","1","0","1","OK"
"All Environments Details","odl_user_2226990@otuwacne103916.onmicrosoft.com","62658a69-d3c7-4cd0-bed7-5074dd2112dd","AAD_PREMIUM_P2","0","3","0","3","OK"
"All Environments Details","odl_user_2226990@otuwacne103916.onmicrosoft.com","62658a69-d3c7-4cd0-bed7-5074dd2112dd","TVM_Premium_Add_on","1","1","0","1","OK"
"All Environments Details","odl_user_2226990@otuwacne103916.onmicrosoft.com","62658a69-d3c7-4cd0-bed7-5074dd2112dd","Microsoft_365_E5_(no_Teams)","1","1","0","1","OK"
"All Environments Details","odl_user_2226991@otuwacne103917.onmicrosoft.com","a23b8f48-de7b-466c-8526-66cfbbb84d36","Microsoft_Intune_Suite","1","1","0","1","OK"
"All Environments Details","odl_user_2226991@otuwacne103917.onmicrosoft.com","a23b8f48-de7b-466c-8526-66cfbbb84d36","AAD_PREMIUM_P2","0","3","0","3","OK"
"All Environments Details","odl_user_2226991@otuwacne103917.onmicrosoft.com","a23b8f48-de7b-466c-8526-66cfbbb84d36","TVM_Premium_Add_on","1","1","0","1","OK"
"All Environments Details","odl_user_2226991@otuwacne103917.onmicrosoft.com","a23b8f48-de7b-466c-8526-66cfbbb84d36","Microsoft_365_E5_(no_Teams)","1","1","0","1","OK"
"All Environments Details","odl_user_2226992@otuwacne103918.onmicrosoft.com","a1100c26-f2b3-410d-890a-7c14aacf020b","Microsoft_Intune_Suite","0","1","0","2","OK"
"All Environments Details","odl_user_2226992@otuwacne103918.onmicrosoft.com","a1100c26-f2b3-410d-890a-7c14aacf020b","AAD_PREMIUM_P2","0","3","0","3","OK"
"All Environments Details","odl_user_2226992@otuwacne103918.onmicrosoft.com","a1100c26-f2b3-410d-890a-7c14aacf020b","TVM_Premium_Add_on","1","1","0","1","OK"
"All Environments Details","odl_user_2226992@otuwacne103918.onmicrosoft.com","a1100c26-f2b3-410d-890a-7c14aacf020b","Microsoft_365_E5_(no_Teams)","1","1","0","1","OK"
"All Environments Details","odl_user_2226994@otuwacne103919.onmicrosoft.com","14082785-18ab-4187-b20b-298c462d8727","Microsoft_Intune_Suite","0","1","0","2","OK"
"All Environments Details","odl_user_2226994@otuwacne103919.onmicrosoft.com","14082785-18ab-4187-b20b-298c462d8727","AAD_PREMIUM_P2","0","3","0","3","OK"
"All Environments Details","odl_user_2226994@otuwacne103919.onmicrosoft.com","14082785-18ab-4187-b20b-298c462d8727","TVM_Premium_Add_on","1","1","0","1","OK"
"All Environments Details","odl_user_2226994@otuwacne103919.onmicrosoft.com","14082785-18ab-4187-b20b-298c462d8727","Microsoft_365_E5_(no_Teams)","1","1","0","1","OK"
"All Environments Details","odl_user_2226995@otuwacne103920.onmicrosoft.com","da9254b8-a2b9-4a50-991c-7888b6aaad09","Microsoft_Intune_Suite","0","1","0","2","OK"
"All Environments Details","odl_user_2226995@otuwacne103920.onmicrosoft.com","da9254b8-a2b9-4a50-991c-7888b6aaad09","AAD_PREMIUM_P2","0","3","0","3","OK"
"All Environments Details","odl_user_2226995@otuwacne103920.onmicrosoft.com","da9254b8-a2b9-4a50-991c-7888b6aaad09","TVM_Premium_Add_on","1","1","0","1","OK"
"All Environments Details","odl_user_2226995@otuwacne103920.onmicrosoft.com","da9254b8-a2b9-4a50-991c-7888b6aaad09","Microsoft_365_E5_(no_Teams)","1","1","0","1","OK"
"All Environments Details","odl_user_2227004@otuwacne103921.onmicrosoft.com","68eb9f36-7912-437e-9e62-08e46b15b0ac","Microsoft_Intune_Suite","0","1","0","2","OK"
"All Environments Details","odl_user_2227004@otuwacne103921.onmicrosoft.com","68eb9f36-7912-437e-9e62-08e46b15b0ac","AAD_PREMIUM_P2","0","3","0","3","OK"
"All Environments Details","odl_user_2227004@otuwacne103921.onmicrosoft.com","68eb9f36-7912-437e-9e62-08e46b15b0ac","TVM_Premium_Add_on","1","1","0","1","OK"
"All Environments Details","odl_user_2227004@otuwacne103921.onmicrosoft.com","68eb9f36-7912-437e-9e62-08e46b15b0ac","Microsoft_365_E5_(no_Teams)","1","1","0","1","OK"
"All Environments Details","odl_user_2227005@otuwacne103922.onmicrosoft.com","d727d293-c771-4a04-b151-0d2a585cb2a8","Microsoft_Intune_Suite","0","1","0","3","OK"
"All Environments Details","odl_user_2227005@otuwacne103922.onmicrosoft.com","d727d293-c771-4a04-b151-0d2a585cb2a8","AAD_PREMIUM_P2","0","3","0","3","OK"
"All Environments Details","odl_user_2227005@otuwacne103922.onmicrosoft.com","d727d293-c771-4a04-b151-0d2a585cb2a8","TVM_Premium_Add_on","1","1","0","1","OK"
"All Environments Details","odl_user_2227005@otuwacne103922.onmicrosoft.com","d727d293-c771-4a04-b151-0d2a585cb2a8","Microsoft_365_E5_(no_Teams)","1","1","0","1","OK"
"All Environments Details","odl_user_2227007@otuwacne103924.onmicrosoft.com","ce9e87cb-eaae-4a44-8bef-df96334ed4f0","Microsoft_Intune_Suite","1","1","0","1","OK"
"All Environments Details","odl_user_2227007@otuwacne103924.onmicrosoft.com","ce9e87cb-eaae-4a44-8bef-df96334ed4f0","AAD_PREMIUM_P2","0","3","0","3","OK"
"All Environments Details","odl_user_2227007@otuwacne103924.onmicrosoft.com","ce9e87cb-eaae-4a44-8bef-df96334ed4f0","TVM_Premium_Add_on","1","1","0","1","OK"
"All Environments Details","odl_user_2227007@otuwacne103924.onmicrosoft.com","ce9e87cb-eaae-4a44-8bef-df96334ed4f0","Microsoft_365_E5_(no_Teams)","1","1","0","1","OK"
"All Environments Details","odl_user_2227008@otuwacne103925.onmicrosoft.com","3ff9236f-a25e-4843-b191-898764f35a70","Microsoft_Intune_Suite","1","1","0","1","OK"
"All Environments Details","odl_user_2227008@otuwacne103925.onmicrosoft.com","3ff9236f-a25e-4843-b191-898764f35a70","AAD_PREMIUM_P2","0","3","0","3","OK"
"All Environments Details","odl_user_2227008@otuwacne103925.onmicrosoft.com","3ff9236f-a25e-4843-b191-898764f35a70","TVM_Premium_Add_on","1","1","0","1","OK"
"All Environments Details","odl_user_2227008@otuwacne103925.onmicrosoft.com","3ff9236f-a25e-4843-b191-898764f35a70","Microsoft_365_E5_(no_Teams)","1","1","0","1","OK"
"All Environments Details","odl_user_2227010@otuwacne103927.onmicrosoft.com","1778b86d-7055-4ecb-9139-598f675ca101","Microsoft_Intune_Suite","1","1","0","1","OK"
"All Environments Details","odl_user_2227010@otuwacne103927.onmicrosoft.com","1778b86d-7055-4ecb-9139-598f675ca101","AAD_PREMIUM_P2","0","3","0","3","OK"
"All Environments Details","odl_user_2227010@otuwacne103927.onmicrosoft.com","1778b86d-7055-4ecb-9139-598f675ca101","TVM_Premium_Add_on","1","1","0","1","OK"
"All Environments Details","odl_user_2227010@otuwacne103927.onmicrosoft.com","1778b86d-7055-4ecb-9139-598f675ca101","Microsoft_365_E5_(no_Teams)","1","1","0","1","OK"
"All Environments Details","odl_user_2227014@otuwacne103928.onmicrosoft.com","0609e4d7-751c-4907-a300-be64411d9436","Microsoft_Intune_Suite","1","1","0","1","OK"
"All Environments Details","odl_user_2227014@otuwacne103928.onmicrosoft.com","0609e4d7-751c-4907-a300-be64411d9436","AAD_PREMIUM_P2","0","3","0","3","OK"
"All Environments Details","odl_user_2227014@otuwacne103928.onmicrosoft.com","0609e4d7-751c-4907-a300-be64411d9436","TVM_Premium_Add_on","1","1","0","1","OK"
"All Environments Details","odl_user_2227014@otuwacne103928.onmicrosoft.com","0609e4d7-751c-4907-a300-be64411d9436","Microsoft_365_E5_(no_Teams)","1","1","0","1","OK"
"All Environments Details","odl_user_2227016@otuwacne103929.onmicrosoft.com","2d32005e-debb-4307-9225-22c44c80b196","Microsoft_Intune_Suite","1","1","0","1","OK"
"All Environments Details","odl_user_2227016@otuwacne103929.onmicrosoft.com","2d32005e-debb-4307-9225-22c44c80b196","AAD_PREMIUM_P2","0","3","0","3","OK"
"All Environments Details","odl_user_2227016@otuwacne103929.onmicrosoft.com","2d32005e-debb-4307-9225-22c44c80b196","TVM_Premium_Add_on","1","1","0","1","OK"
"All Environments Details","odl_user_2227016@otuwacne103929.onmicrosoft.com","2d32005e-debb-4307-9225-22c44c80b196","Microsoft_365_E5_(no_Teams)","0","1","0","1","OK"
"All Environments Details","odl_user_2227017@otuwacne103931.onmicrosoft.com","7fe98fbc-d0f4-4922-b365-4834e69463a9","Microsoft_Intune_Suite","1","1","0","1","OK"
"All Environments Details","odl_user_2227017@otuwacne103931.onmicrosoft.com","7fe98fbc-d0f4-4922-b365-4834e69463a9","AAD_PREMIUM_P2","0","3","0","3","OK"
"All Environments Details","odl_user_2227017@otuwacne103931.onmicrosoft.com","7fe98fbc-d0f4-4922-b365-4834e69463a9","TVM_Premium_Add_on","1","1","0","1","OK"
"All Environments Details","odl_user_2227017@otuwacne103931.onmicrosoft.com","7fe98fbc-d0f4-4922-b365-4834e69463a9","Microsoft_365_E5_(no_Teams)","0","1","0","1","OK"
"All Environments Details","odl_user_2227018@otuwacne103932.onmicrosoft.com","508cf1ab-b621-4af2-83a9-c7b3905126a3","Microsoft_Intune_Suite","1","1","0","1","OK"
"All Environments Details","odl_user_2227018@otuwacne103932.onmicrosoft.com","508cf1ab-b621-4af2-83a9-c7b3905126a3","AAD_PREMIUM_P2","0","3","0","3","OK"
"All Environments Details","odl_user_2227018@otuwacne103932.onmicrosoft.com","508cf1ab-b621-4af2-83a9-c7b3905126a3","TVM_Premium_Add_on","1","1","0","1","OK"
"All Environments Details","odl_user_2227018@otuwacne103932.onmicrosoft.com","508cf1ab-b621-4af2-83a9-c7b3905126a3","Microsoft_365_E5_(no_Teams)","0","1","0","1","OK"
"All Environments Details","odl_user_2227019@otuwacne103933.onmicrosoft.com","cdb32e64-7227-4c22-8533-93ab591d62e0","Microsoft_Intune_Suite","1","1","0","1","OK"
"All Environments Details","odl_user_2227019@otuwacne103933.onmicrosoft.com","cdb32e64-7227-4c22-8533-93ab591d62e0","AAD_PREMIUM_P2","0","3","0","3","OK"
"All Environments Details","odl_user_2227019@otuwacne103933.onmicrosoft.com","cdb32e64-7227-4c22-8533-93ab591d62e0","TVM_Premium_Add_on","0","1","0","1","OK"
"All Environments Details","odl_user_2227019@otuwacne103933.onmicrosoft.com","cdb32e64-7227-4c22-8533-93ab591d62e0","Microsoft_365_E5_(no_Teams)","0","1","0","1","OK"
"All Environments Details","odl_user_2227020@otuwacne103934.onmicrosoft.com","c082ef81-04c3-40da-acb3-acc206ff1210","Microsoft_Intune_Suite","1","1","0","1","OK"
"All Environments Details","odl_user_2227020@otuwacne103934.onmicrosoft.com","c082ef81-04c3-40da-acb3-acc206ff1210","AAD_PREMIUM_P2","0","3","0","3","OK"
"All Environments Details","odl_user_2227020@otuwacne103934.onmicrosoft.com","c082ef81-04c3-40da-acb3-acc206ff1210","TVM_Premium_Add_on","0","1","0","1","OK"
"All Environments Details","odl_user_2227020@otuwacne103934.onmicrosoft.com","c082ef81-04c3-40da-acb3-acc206ff1210","Microsoft_365_E5_(no_Teams)","0","1","0","1","OK"
"All Environments Details","odl_user_2227021@otuwacne103935.onmicrosoft.com","d4832ddc-1212-49ce-bee5-a93fca8040c5","Microsoft_Intune_Suite","0","1","0","1","OK"
"All Environments Details","odl_user_2227021@otuwacne103935.onmicrosoft.com","d4832ddc-1212-49ce-bee5-a93fca8040c5","AAD_PREMIUM_P2","0","3","0","3","OK"
"All Environments Details","odl_user_2227021@otuwacne103935.onmicrosoft.com","d4832ddc-1212-49ce-bee5-a93fca8040c5","TVM_Premium_Add_on","0","1","0","1","OK"
"All Environments Details","odl_user_2227021@otuwacne103935.onmicrosoft.com","d4832ddc-1212-49ce-bee5-a93fca8040c5","Microsoft_365_E5_(no_Teams)","0","1","0","1","OK"
"All Environments Details","odl_user_2227022@otuwacne103936.onmicrosoft.com","76dba37f-9699-4885-b9d9-ed852ae5f835","Microsoft_Intune_Suite","0","1","0","1","OK"
"All Environments Details","odl_user_2227022@otuwacne103936.onmicrosoft.com","76dba37f-9699-4885-b9d9-ed852ae5f835","AAD_PREMIUM_P2","0","3","0","3","OK"
"All Environments Details","odl_user_2227022@otuwacne103936.onmicrosoft.com","76dba37f-9699-4885-b9d9-ed852ae5f835","TVM_Premium_Add_on","0","1","0","1","OK"
"All Environments Details","odl_user_2227022@otuwacne103936.onmicrosoft.com","76dba37f-9699-4885-b9d9-ed852ae5f835","Microsoft_365_E5_(no_Teams)","0","1","0","1","OK"
"All Environments Details","odl_user_2227024@otuwacne103938.onmicrosoft.com","6a55c4e8-7a10-4373-bec5-e132a847a54b","Microsoft_Intune_Suite","0","1","0","1","OK"
"All Environments Details","odl_user_2227024@otuwacne103938.onmicrosoft.com","6a55c4e8-7a10-4373-bec5-e132a847a54b","AAD_PREMIUM_P2","0","3","0","3","OK"
"All Environments Details","odl_user_2227024@otuwacne103938.onmicrosoft.com","6a55c4e8-7a10-4373-bec5-e132a847a54b","TVM_Premium_Add_on","0","1","0","1","OK"
