"Time","Batch","User","Status","ExtraItems","Deleted"
"2026-05-23 16:55:09","Batch2","odl_user_2227052@otuwacne103969.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:55:11","Batch2","odl_user_2227053@otuwacne103970.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:55:13","Batch2","odl_user_2227241@otuwacne103971.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:55:15","Batch2","odl_user_2227054@otuwacne103972.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:55:16","Batch2","odl_user_2227055@otuwacne103973.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:55:18","Batch2","odl_user_2227242@otuwacne103974.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:55:20","Batch2","odl_user_2227056@otuwacne103975.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:55:22","Batch2","odl_user_2227057@otuwacne103976.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:55:24","Batch2","odl_user_2227243@otuwacne103977.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:55:26","Batch2","odl_user_2227059@otuwacne103978.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:55:28","Batch2","odl_user_2227060@otuwacne103979.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:55:29","Batch2","odl_user_2227061@otuwacne103980.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:55:31","Batch2","odl_user_2227063@otuwacne103981.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:55:33","Batch2","odl_user_2227844@otuwacne103982.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:55:35","Batch2","odl_user_2227065@otuwacne103983.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:55:36","Batch2","odl_user_2227066@otuwacne103984.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:55:38","Batch2","odl_user_2227067@otuwacne103985.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:55:40","Batch2","odl_user_2227068@otuwacne103986.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:55:42","Batch2","odl_user_2227070@otuwacne103987.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:55:44","Batch2","odl_user_2227071@otuwacne103988.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:55:45","Batch2","odl_user_2227244@otuwacne103989.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:55:47","Batch2","odl_user_2227072@otuwacne103990.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:55:49","Batch2","odl_user_2227845@otuwacne103991.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:55:51","Batch2","odl_user_2227074@otuwacne103992.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:55:54","Batch2","odl_user_2227075@otuwacne103993.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:55:55","Batch2","odl_user_2227076@otuwacne103994.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:55:57","Batch2","odl_user_2227077@otuwacne103995.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:55:58","Batch2","odl_user_2227078@otuwacne103996.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:56:00","Batch2","odl_user_2227079@otuwacne103997.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:56:03","Batch2","odl_user_2227080@otuwacne103998.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:56:05","Batch3","odl_user_2227245@otuwacne103999.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:56:07","Batch3","odl_user_2227081@otuwacne104000.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:56:09","Batch3","odl_user_2227082@otuwacne104001.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:56:11","Batch3","odl_user_2227083@otuwacne104002.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:56:12","Batch3","odl_user_2227084@otuwacne104003.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:56:14","Batch3","odl_user_2227085@otuwacne104004.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:56:15","Batch3","odl_user_2227086@otuwacne104005.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:56:17","Batch3","odl_user_2227087@otuwacne104006.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:56:19","Batch3","odl_user_2227088@otuwacne104007.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:56:21","Batch3","odl_user_2227089@otuwacne104008.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:56:23","Batch3","odl_user_2227246@otuwacne104009.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:56:24","Batch3","odl_user_2227090@otuwacne104010.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:56:25","Batch3","odl_user_2227091@otuwacne104011.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:56:27","Batch3","odl_user_2227092@otuwacne104012.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:56:29","Batch3","odl_user_2227093@otuwacne104013.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:56:32","Batch3","odl_user_2227094@otuwacne104014.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:56:34","Batch3","odl_user_2227095@otuwacne104015.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:56:36","Batch3","odl_user_2227096@otuwacne104016.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:56:38","Batch3","odl_user_2227097@otuwacne104017.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:56:41","Batch3","odl_user_2227098@otuwacne104018.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:56:43","Batch3","odl_user_2227099@otuwacne104019.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:56:46","Batch3","odl_user_2227100@otuwacne104020.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:56:47","Batch3","odl_user_2227101@otuwacne104021.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:56:48","Batch3","odl_user_2227102@otuwacne104022.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:56:50","Batch3","odl_user_2227103@otuwacne104023.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:56:52","Batch3","odl_user_2227104@otuwacne104024.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:56:54","Batch3","odl_user_2227105@otuwacne104025.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:56:56","Batch3","odl_user_2227106@otuwacne104026.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:56:57","Batch3","odl_user_2227107@otuwacne104027.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:56:59","Batch3","odl_user_2227108@otuwacne104028.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:57:01","Batch3","odl_user_2227109@otuwacne104029.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:57:03","Batch3","odl_user_2227110@otuwacne104030.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:57:05","Batch3","odl_user_2227111@otuwacne104031.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:57:06","Batch3","odl_user_2227112@otuwacne104032.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:57:08","Batch3","odl_user_2227113@otuwacne104033.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:57:10","Batch3","odl_user_2227114@otuwacne104034.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:57:12","Batch3","odl_user_2227115@otuwacne104035.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:57:14","Batch3","odl_user_2227116@otuwacne104036.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:57:15","Batch3","odl_user_2227117@otuwacne104037.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:57:18","Batch3","odl_user_2227118@otuwacne104038.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:57:20","Batch3","odl_user_2227119@otuwacne104039.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:57:23","Batch3","odl_user_2227120@otuwacne104040.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:57:25","Batch3","odl_user_2227121@otuwacne104059.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:57:26","Batch3","odl_user_2227123@otuwacne104066.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:57:28","Batch3","odl_user_2227125@otuwacne104067.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:57:29","Batch3","odl_user_2227126@otuwacne104068.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:57:31","Batch3","odl_user_2227127@otuwacne104069.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:57:33","Batch3","odl_user_2227128@otuwacne104070.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:57:34","Batch3","odl_user_2227129@otuwacne104071.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:57:36","Batch3","odl_user_2227130@otuwacne104072.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:57:38","Batch3","odl_user_2227131@otuwacne104073.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:57:39","Batch3","odl_user_2227132@otuwacne104074.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:57:42","Batch3","odl_user_2227133@otuwacne104075.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:57:44","Batch3","odl_user_2227134@otuwacne104076.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:57:46","Batch4","odl_user_2227135@otuwacne104077.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:57:48","Batch4","odl_user_2227136@otuwacne104078.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:57:50","Batch4","odl_user_2227139@otuwacne104079.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:57:52","Batch4","odl_user_2227855@otuwacne104080.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:57:54","Batch4","odl_user_2227141@otuwacne104081.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:57:56","Batch4","odl_user_2227143@otuwacne104082.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:57:59","Batch4","odl_user_2227144@otuwacne104083.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:58:00","Batch4","odl_user_2227145@otuwacne104084.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:58:02","Batch4","odl_user_2227146@otuwacne104085.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:58:03","Batch4","odl_user_2227147@otuwacne104086.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:58:05","Batch4","odl_user_2227148@otuwacne104087.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:58:07","Batch4","odl_user_2227149@otuwacne104088.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:58:09","Batch4","odl_user_2227150@otuwacne104089.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:58:11","Batch4","odl_user_2227152@otuwacne104090.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:58:13","Batch4","odl_user_2227153@otuwacne104091.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:58:15","Batch4","odl_user_2227848@otuwacne104092.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:58:17","Batch4","odl_user_2227155@otuwacne104093.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:58:19","Batch4","odl_user_2227156@otuwacne104094.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:58:22","Batch4","odl_user_2227157@otuwacne104095.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:58:23","Batch4","odl_user_2227158@otuwacne104096.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:58:25","Batch4","odl_user_2227159@otuwacne104097.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:58:27","Batch4","odl_user_2227160@otuwacne104098.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:58:29","Batch4","odl_user_2227856@otuwacne104099.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:58:30","Batch4","odl_user_2227162@otuwacne104100.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:58:32","Batch4","odl_user_2227163@otuwacne104101.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:58:33","Batch4","odl_user_2227164@otuwacne104102.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:58:35","Batch4","odl_user_2227165@otuwacne104103.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:58:37","Batch4","odl_user_2227166@otuwacne104104.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:58:38","Batch4","odl_user_2227167@otuwacne104105.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:58:41","Batch4","odl_user_2227168@otuwacne104106.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:58:43","Batch4","odl_user_2227169@otuwacne104107.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:58:44","Batch4","odl_user_2227170@otuwacne104108.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:58:46","Batch4","odl_user_2227171@otuwacne104109.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:58:48","Batch4","odl_user_2227172@otuwacne104110.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:58:50","Batch4","odl_user_2227173@otuwacne104111.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:58:52","Batch4","odl_user_2227174@otuwacne104112.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:58:54","Batch4","odl_user_2227175@otuwacne104113.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:58:56","Batch4","odl_user_2227176@otuwacne104114.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:58:58","Batch4","odl_user_2227177@otuwacne104115.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:58:59","Batch4","odl_user_2227178@otuwacne104116.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:59:01","Batch4","odl_user_2227179@otuwacne104117.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:59:02","Batch4","odl_user_2227180@otuwacne104118.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:59:04","Batch4","odl_user_2227253@otuwacne104119.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:59:06","Batch4","odl_user_2227182@otuwacne104120.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:59:07","Batch4","odl_user_2227183@otuwacne104121.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:59:09","Batch4","odl_user_2227184@otuwacne104122.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:59:10","Batch4","odl_user_2227185@otuwacne104123.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:59:12","Batch4","odl_user_2227186@otuwacne104124.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:59:14","Batch4","odl_user_2227187@otuwacne104125.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:59:16","Batch4","odl_user_2227188@otuwacne104126.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:59:18","Batch4","odl_user_2227846@otuwacne104127.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:59:20","Batch4","odl_user_2227190@otuwacne104128.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:59:22","Batch4","odl_user_2227191@otuwacne104129.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:59:24","Batch4","odl_user_2227192@otuwacne104130.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:59:26","Batch5","odl_user_2227193@otuwacne104131.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:59:27","Batch5","odl_user_2227194@otuwacne104132.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:59:29","Batch5","odl_user_2227195@otuwacne104133.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:59:30","Batch5","odl_user_2227196@otuwacne104134.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:59:32","Batch5","odl_user_2227197@otuwacne104135.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:59:34","Batch5","odl_user_2227198@otuwacne104136.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:59:35","Batch5","odl_user_2227199@otuwacne104137.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:59:36","Batch5","odl_user_2227200@otuwacne104138.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:59:38","Batch5","odl_user_2227201@otuwacne104139.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:59:40","Batch5","odl_user_2227202@otuwacne104140.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:59:41","Batch5","odl_user_2227510@otuwacne104041.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:59:43","Batch5","odl_user_2227511@otuwacne104042.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:59:45","Batch5","odl_user_2227512@otuwacne104043.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:59:46","Batch5","odl_user_2227513@otuwacne104044.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:59:47","Batch5","odl_user_2227414@otuwacne104045.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:59:49","Batch5","odl_user_2227418@otuwacne104046.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:59:50","Batch5","odl_user_2227421@otuwacne104047.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:59:53","Batch5","odl_user_2227821@otuwacne104048.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:59:55","Batch5","odl_user_2227423@otuwacne104049.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:59:57","Batch5","odl_user_2227827@otuwacne104050.onmicrosoft.com","Clean","0","0"
"2026-05-23 16:59:59","Batch5","odl_user_2227812@otuwacne104051.onmicrosoft.com","Clean","0","0"
"2026-05-23 17:00:00","Batch5","odl_user_2227561@otuwacne104052.onmicrosoft.com","Auth Failed","0","0"
"2026-05-23 17:00:02","Batch5","odl_user_2227813@otuwacne104053.onmicrosoft.com","Clean","0","0"
"2026-05-23 17:00:04","Batch5","odl_user_2227495@otuwacne104054.onmicrosoft.com","Clean","0","0"
"2026-05-23 17:00:06","Batch5","odl_user_2227496@otuwacne104055.onmicrosoft.com","Clean","0","0"
"2026-05-23 17:00:08","Batch5","odl_user_2227498@otuwacne104056.onmicrosoft.com","Clean","0","0"
"2026-05-23 17:00:09","Batch5","odl_user_2227500@otuwacne104057.onmicrosoft.com","Clean","0","0"
"2026-05-23 17:00:11","Batch5","odl_user_2227501@otuwacne104058.onmicrosoft.com","Clean","0","0"
"2026-05-23 17:00:13","Batch5","odl_user_2227502@otuwacne104060.onmicrosoft.com","Clean","0","0"
"2026-05-23 17:00:15","Batch5","odl_user_2227503@otuwacne104061.onmicrosoft.com","Clean","0","0"
"2026-05-23 17:00:16","Batch5","odl_user_2227506@otuwacne104062.onmicrosoft.com","Clean","0","0"
"2026-05-23 17:00:17","Batch5","odl_user_2227507@otuwacne104063.onmicrosoft.com","Clean","0","0"
"2026-05-23 17:00:19","Batch5","odl_user_2227508@otuwacne104064.onmicrosoft.com","Clean","0","0"
"2026-05-23 17:00:21","Batch5","odl_user_2227825@otuwacne104065.onmicrosoft.com","Clean","0","0"
"2026-05-23 17:00:22","Batch5","odl_user_2227331@otuwamsb105220.onmicrosoft.com","Clean","0","0"
"2026-05-23 17:00:24","Batch5","odl_user_2227342@otuwamsb105226.onmicrosoft.com","Clean","0","0"
"2026-05-23 17:00:26","Batch5","odl_user_2227324@otuwamsb105214.onmicrosoft.com","Clean","0","0"
