"Time","Batch","User","Status","CloudFiles","Expected","Uploaded","Failed"
"2026-05-23 16:48:14","Batch2","odl_user_2227043@otuwacne103961.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:48:17","Batch2","odl_user_2227044@otuwacne103962.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:48:20","Batch2","odl_user_2227045@otuwacne103963.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:48:24","Batch2","odl_user_2227046@otuwacne103964.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:48:26","Batch2","odl_user_2227047@otuwacne103965.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:48:28","Batch2","odl_user_2227049@otuwacne103966.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:48:33","Batch2","odl_user_2227050@otuwacne103967.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:48:53","Batch2","odl_user_2227051@otuwacne103968.onmicrosoft.com","Uploaded","121","97","25","0"
"2026-05-23 16:48:56","Batch2","odl_user_2227052@otuwacne103969.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:48:58","Batch2","odl_user_2227053@otuwacne103970.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:49:01","Batch2","odl_user_2227241@otuwacne103971.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:49:03","Batch2","odl_user_2227054@otuwacne103972.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:49:07","Batch2","odl_user_2227055@otuwacne103973.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:49:09","Batch2","odl_user_2227242@otuwacne103974.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:49:12","Batch2","odl_user_2227056@otuwacne103975.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:49:15","Batch2","odl_user_2227057@otuwacne103976.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:49:18","Batch2","odl_user_2227243@otuwacne103977.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:49:22","Batch2","odl_user_2227059@otuwacne103978.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:49:25","Batch2","odl_user_2227060@otuwacne103979.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:49:29","Batch2","odl_user_2227061@otuwacne103980.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:49:32","Batch2","odl_user_2227063@otuwacne103981.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:49:36","Batch2","odl_user_2227844@otuwacne103982.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:49:38","Batch2","odl_user_2227065@otuwacne103983.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:49:41","Batch2","odl_user_2227066@otuwacne103984.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:49:43","Batch2","odl_user_2227067@otuwacne103985.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:49:46","Batch2","odl_user_2227068@otuwacne103986.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:49:47","Batch2","odl_user_2227070@otuwacne103987.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:49:49","Batch2","odl_user_2227071@otuwacne103988.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:49:51","Batch2","odl_user_2227244@otuwacne103989.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:49:54","Batch2","odl_user_2227072@otuwacne103990.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:49:56","Batch2","odl_user_2227845@otuwacne103991.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:49:59","Batch2","odl_user_2227074@otuwacne103992.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:50:03","Batch2","odl_user_2227075@otuwacne103993.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:50:06","Batch2","odl_user_2227076@otuwacne103994.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:50:08","Batch2","odl_user_2227077@otuwacne103995.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:50:10","Batch2","odl_user_2227078@otuwacne103996.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:50:12","Batch2","odl_user_2227079@otuwacne103997.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:50:15","Batch2","odl_user_2227080@otuwacne103998.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:50:18","Batch3","odl_user_2227245@otuwacne103999.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:50:21","Batch3","odl_user_2227081@otuwacne104000.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:50:23","Batch3","odl_user_2227082@otuwacne104001.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:50:25","Batch3","odl_user_2227083@otuwacne104002.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:50:28","Batch3","odl_user_2227084@otuwacne104003.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:50:31","Batch3","odl_user_2227085@otuwacne104004.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:50:33","Batch3","odl_user_2227086@otuwacne104005.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:50:36","Batch3","odl_user_2227087@otuwacne104006.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:50:39","Batch3","odl_user_2227088@otuwacne104007.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:50:42","Batch3","odl_user_2227089@otuwacne104008.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:50:44","Batch3","odl_user_2227246@otuwacne104009.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:50:46","Batch3","odl_user_2227090@otuwacne104010.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:50:49","Batch3","odl_user_2227091@otuwacne104011.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:50:50","Batch3","odl_user_2227092@otuwacne104012.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:50:53","Batch3","odl_user_2227093@otuwacne104013.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:50:56","Batch3","odl_user_2227094@otuwacne104014.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:50:58","Batch3","odl_user_2227095@otuwacne104015.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:51:01","Batch3","odl_user_2227096@otuwacne104016.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:51:04","Batch3","odl_user_2227097@otuwacne104017.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:51:07","Batch3","odl_user_2227098@otuwacne104018.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:51:10","Batch3","odl_user_2227099@otuwacne104019.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:51:14","Batch3","odl_user_2227100@otuwacne104020.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:51:16","Batch3","odl_user_2227101@otuwacne104021.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:51:18","Batch3","odl_user_2227102@otuwacne104022.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:51:20","Batch3","odl_user_2227103@otuwacne104023.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:51:23","Batch3","odl_user_2227104@otuwacne104024.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:51:26","Batch3","odl_user_2227105@otuwacne104025.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:51:27","Batch3","odl_user_2227106@otuwacne104026.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:51:29","Batch3","odl_user_2227107@otuwacne104027.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:51:33","Batch3","odl_user_2227108@otuwacne104028.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:51:35","Batch3","odl_user_2227109@otuwacne104029.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:51:37","Batch3","odl_user_2227110@otuwacne104030.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:51:41","Batch3","odl_user_2227111@otuwacne104031.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:51:43","Batch3","odl_user_2227112@otuwacne104032.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:51:45","Batch3","odl_user_2227113@otuwacne104033.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:51:48","Batch3","odl_user_2227114@otuwacne104034.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:51:51","Batch3","odl_user_2227115@otuwacne104035.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:51:53","Batch3","odl_user_2227116@otuwacne104036.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:51:55","Batch3","odl_user_2227117@otuwacne104037.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:51:57","Batch3","odl_user_2227118@otuwacne104038.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:52:01","Batch3","odl_user_2227119@otuwacne104039.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:52:04","Batch3","odl_user_2227120@otuwacne104040.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:52:07","Batch3","odl_user_2227121@otuwacne104059.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:52:10","Batch3","odl_user_2227123@otuwacne104066.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:52:12","Batch3","odl_user_2227125@otuwacne104067.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:52:15","Batch3","odl_user_2227126@otuwacne104068.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:52:17","Batch3","odl_user_2227127@otuwacne104069.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:52:19","Batch3","odl_user_2227128@otuwacne104070.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:52:21","Batch3","odl_user_2227129@otuwacne104071.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:52:24","Batch3","odl_user_2227130@otuwacne104072.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:52:27","Batch3","odl_user_2227131@otuwacne104073.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:52:30","Batch3","odl_user_2227132@otuwacne104074.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:52:32","Batch3","odl_user_2227133@otuwacne104075.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:52:35","Batch3","odl_user_2227134@otuwacne104076.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:52:38","Batch4","odl_user_2227135@otuwacne104077.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:52:42","Batch4","odl_user_2227136@otuwacne104078.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:52:45","Batch4","odl_user_2227139@otuwacne104079.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:52:47","Batch4","odl_user_2227855@otuwacne104080.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:52:49","Batch4","odl_user_2227141@otuwacne104081.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:52:52","Batch4","odl_user_2227143@otuwacne104082.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:52:55","Batch4","odl_user_2227144@otuwacne104083.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:52:57","Batch4","odl_user_2227145@otuwacne104084.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:52:59","Batch4","odl_user_2227146@otuwacne104085.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:53:01","Batch4","odl_user_2227147@otuwacne104086.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:53:03","Batch4","odl_user_2227148@otuwacne104087.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:53:06","Batch4","odl_user_2227149@otuwacne104088.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:53:09","Batch4","odl_user_2227150@otuwacne104089.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:53:12","Batch4","odl_user_2227152@otuwacne104090.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:53:14","Batch4","odl_user_2227153@otuwacne104091.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:53:16","Batch4","odl_user_2227848@otuwacne104092.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:53:20","Batch4","odl_user_2227155@otuwacne104093.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:53:23","Batch4","odl_user_2227156@otuwacne104094.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:53:25","Batch4","odl_user_2227157@otuwacne104095.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:53:26","Batch4","odl_user_2227158@otuwacne104096.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:53:30","Batch4","odl_user_2227159@otuwacne104097.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:53:31","Batch4","odl_user_2227160@otuwacne104098.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:53:35","Batch4","odl_user_2227856@otuwacne104099.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:53:37","Batch4","odl_user_2227162@otuwacne104100.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:53:40","Batch4","odl_user_2227163@otuwacne104101.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:53:42","Batch4","odl_user_2227164@otuwacne104102.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:53:44","Batch4","odl_user_2227165@otuwacne104103.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:53:46","Batch4","odl_user_2227166@otuwacne104104.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:53:48","Batch4","odl_user_2227167@otuwacne104105.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:53:51","Batch4","odl_user_2227168@otuwacne104106.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:53:53","Batch4","odl_user_2227169@otuwacne104107.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:53:55","Batch4","odl_user_2227170@otuwacne104108.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:53:58","Batch4","odl_user_2227171@otuwacne104109.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:54:00","Batch4","odl_user_2227172@otuwacne104110.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:54:03","Batch4","odl_user_2227173@otuwacne104111.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:54:07","Batch4","odl_user_2227174@otuwacne104112.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:54:09","Batch4","odl_user_2227175@otuwacne104113.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:54:12","Batch4","odl_user_2227176@otuwacne104114.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:54:14","Batch4","odl_user_2227177@otuwacne104115.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:54:16","Batch4","odl_user_2227178@otuwacne104116.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:54:19","Batch4","odl_user_2227179@otuwacne104117.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:54:21","Batch4","odl_user_2227180@otuwacne104118.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:54:23","Batch4","odl_user_2227253@otuwacne104119.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:54:25","Batch4","odl_user_2227182@otuwacne104120.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:54:27","Batch4","odl_user_2227183@otuwacne104121.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:54:29","Batch4","odl_user_2227184@otuwacne104122.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:54:31","Batch4","odl_user_2227185@otuwacne104123.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:54:34","Batch4","odl_user_2227186@otuwacne104124.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
"2026-05-23 16:54:38","Batch4","odl_user_2227187@otuwacne104125.onmicrosoft.com","Skipped - Already Complete","97","97","0","0"
